,comment,isHate
870,I remember that scene from the X-Files and it made me so mad √∞¬ü¬ò¬° Mulder WHY,Non Violated
871,I really wanna be in a public experiment like this myself as I am a trans man. Happy I can at least watch WWYD doing it. Please do more experiments with trans men/ transgender people in general.,Non Violated
872,"I really like a lot of what you said here. I feel like i can barely speak up about this side of the topic because people are quick to shut down those who try to be too serious about it.  'Anxiety' and 'depression' and 'mental illness' have almost become buzz words. It seems that a lot of people don't know how difficult it is to really suffer and feel out of control of it all.   As you spoke about, there's a fine line these days between awareness and influence. People get ideas in their heads and see the memes and the relateable content and start linking everything to their own lives. Before you know it, you've got perfectly healthy people being tainted by the world and people around them, imposing problems upon themselves and making life more difficult than it needs to be. It desensitises the whole situation and now I have people coming to me with real problems who don't want to speak up because of the upsurge in people talking about it. They feel they wouldn't be taken seriously. And that's horrible.   I do understand though that it's an impossible seesaw to balance since so many people are involved and so many minds with a million ideas and actions are impossible to control and have on the same wave length.",Non Violated
873,I pray to the god of the heavens and the Earth bless the victims of Boko Haram.,Non Violated
874,I love bi girls and lesbians,Non Violated
875,"I just want to sit down with both of them, buy them a drink, and just talk. I don't care what it's about, they just seem like people who must be great to have a conversation with.",Non Violated
876,I just love hypocrisy. Am I sick?,Non Violated
877,I have started writing a book.,Non Violated
878,"I have autism, yet i have alot of friends",Non Violated
879,I have a schizophrenia and I fight alone,Non Violated
880,I hate being alone at night. Its fucking creepy,Non Violated
881,I got my first one today on my bday. I smoked too much weed. I thought I was going to die. Scariest shit ever. This is definitely useful so thank you.,Non Violated
882,I feel so dumb I want to have even labeled them as disabled even if I knew them.... when I think of disabilities and especially in terms of affecting one's relationship I think of more like mental disabilities or so serious that you can't use ur body. Thank you for enlightening me and I'm sorry.,Non Violated
883,I feel like they should give the reporter a pistol or something to protect himself,Non Violated
884,"I fear any future hate crime victim may well be labeled as just ""pulling a smollett"".",Non Violated
885,"I failed one little test and my mom got scared and said, ""You're moving with your auntie and uncle in Alaska.""",Non Violated
886,I don't understand why people get mad at the things that he says he has  A right to his opinion Just because he doesn't agree with you that does not make him a monster or evil person. It's annoying in 2018 on you to 2019 people are operating with an extremely sensitive Ignorant mindset if you don't agree with them,Non Violated
887,"I don't see why we don't just create a transgender category. Seems the most obvious and fair solution. Great athletes will still compete. And the playing field will be as level as can be.  I mean we create weight categories to maximise the fairness of boxing/mma fights. We recognise that just because two people are both male they compete at different levels.  We can do the same for transgender athletes, surely?",Non Violated
888,I don't know but I don't trust  this guy's... It's all about the money... Plss let the dead in their world stop making shows...with his death..couse u didn't have ballssss when he was alive...,Non Violated
889,"I don't have any facts, I don't have any Statistics, I am a Human Being The fuck is that even mean?",Non Violated
890,"I don't care what people say these two fuckers are lying,the Facts are stacked against them I hope they going to pay for this smere campaign",Non Violated
891,"I could not be as brave if I lost my son and husband, bless her strength and kind heart.",Non Violated
892,I could just cuddle with him,Non Violated
893,I cant understand why someone would think it's ok to bullie someone,Non Violated
894,I cant be the only one that thinks this kinda sounds like make me cry by Noah Cyrus,Non Violated
895,I can smell the failure through my phone screen,Non Violated
896,i came from a small country in asia and not that much people doesnt know that every time i travel to somewhere else people ask me so are u chinese? or japanese? or korean? srly every country isnt china or japan or korea in asia,Non Violated
897,I bet they had jobs.,Non Violated
898,I am so sorry for all the people who disrespect all you guys and I wish I could do something  so they wouldn'. But I can' but you guys know  I love all you guys.â¤,Non Violated
899,"I am proud to be white I cant believe that some of these people said that they weren't proud to be white?? I'm proud to be white. I didn't choose my race, so just own it. Be proud to be what your are. You're black? Be proud to be black. Being proud of one's race/culture isn't exclusive to just POC or anyone else. Again, you are what you are so just own it.",Non Violated
900,I am possessed by deamons ,Non Violated
901,I adore her voice. She is so talented. What a beat!,Non Violated
902,How much is this lawyer getting paid to go through all of this? It's not that much money in the world to take up for this fool!,Non Violated
903,"How do you wake up and think this is actually cool? Like do you honestly believe that the average person, who adheres to normal and basic societal rules, looks upon you respectably in any manner?",Non Violated
904,Holy shit I want to go to a wedding with eight pugs! Are you kidding me? Eight pugs?! That's fucking amazing and nobody can convince me otherwise.,Non Violated
905,hollywood is the most bizare sickest and evillest industry,Non Violated
906,His eyebrows probably represent his parents relationship,Non Violated
907,Hey dude. You re awesome. Pls teach me!!!,Non Violated
908,hey baby you look like tinkerbell luhlulhulhulhulhluh,Non Violated
909,Here in 2019. May history be on the right side this time.,Non Violated
910,Her smile is SO beautiful omg! Continue being who you are!,Non Violated
911,Head is the shape of a light bulb,Non Violated
912,He's got the hottest man tits i've seen.,Non Violated
913,He was so handsome in that era...he didn' use lipsticks at that time…,Non Violated
914,He smiles while talking about drowning his own children,Non Violated
915,He seems like the very talkative taxi driver,Non Violated
916,He has lower iq than when water freezes,Non Violated
917,Has anyone cried in front of their parents and feel totally ashamed and invaded afterwards ?,Non Violated
918,Great video! Thank you √∞¬ü¬ô¬è,Non Violated
919,Gosh you guys are getting less funny with each episode.,Non Violated
920,Goosebumps when the beat drops üòä,Non Violated
921,"Good for him! That's an EDUCATED man, right there!",Non Violated
922,"God,my humble question to u almighty... Y u send them to earth to suffer?",Non Violated
923,God bless you dears,Non Violated
924,Girl:(anxiety attack)  Dog: you good bro?,Non Violated
925,"Gay. Straight. Homo. Lesbian. How about 'People"". Hmmm. Love you ALL!",Non Violated
926,Gas should be your preferred drink,Non Violated
927,Fucking good punch dude,Non Violated
928,For the static sound - what do you use for editing? I know it'¬Ä¬ôs annoying but if you use premiere pro you should be able to use decrackling to help a bit,Non Violated
929,Finally someone who means what he says. It's been a year and I'm still cackling.,Non Violated
930,Finally figured out where that voiceclip came from... I'¬Ä¬ôm so happy,Non Violated
931,Fake news fake news,Non Violated
932,Facing challenges is hard to go through.,Non Violated
933,Every publicity is good publicity ha ? I'm here after watching leaving neverland i don't know he is guilty or not but in music he is a legend and no one can take that from him,Non Violated
934,"Even watching it on screen feels intense....imagine what they would be feeling to witness this horror first hand. To just be there takes some courage, let alone even touching the dead.",Non Violated
935,Even straight boys played with Barbies when they were kids!  Not an issue.,Non Violated
936,"Equal pay message, um, says the guy who want socialism in the United States of America",Non Violated
937,Enough is Enough,Non Violated
938,dunno if this makes me disabled but I have asthma so if there was any running or stairs involved then il just die from suffocation in my own lungs haha xxx,Non Violated
939,Dont do drugs kids...,Non Violated
940,Don't ever kill yourself no matter what other people think or say about you it just matters what you think about yourself and how you feel,Non Violated
941,Do you know why he is smiling because there is no “excretion law” in New Zealand! The max sentence he will receive from a judge is no more than 27 years in prison! Is this justice? Or because Muslims lives don't matter!???  :(((,Non Violated
942,Do you know how much boys are in a abusive relationship right now? This disgusts me.,Non Violated
943,Did anybody actually know that h3h3 was a reaction channel,Non Violated
944,Depends on whether or not Ryan Reynolds is in the room,Non Violated
945,"Delightful!  Brought back some memories . . . .   Have a wonderful week, guys!",Non Violated
946,Damn that made me laugh!,Non Violated
947,Dad doing her hair so cute !!!!,Non Violated
948,Cutting fundings is just going to make the problem worse,Non Violated
949,Conveniences are all the real,Non Violated
950,congratu-fuckin-lations to all the pitbull owners who make it by without getting bitten. DO NOT ENCOURAGE PEOPLE TO FOLLOW IN YOUR FOOTSTEPS. i know people whose lives have been RUINED by these animals. regardless of your ''PACK MENTALITY'' these dogs are rage machines and your dodgeing a bullet every day they dont hurt your family.,Non Violated
951,Civil rights movement for transgendered people,Non Violated
952,"Children have no business developing their 'sexuality"". THEY ARE CHILDREN! LET THEM BE KIDS!",Non Violated
953,"Child abuse, manipulation etc. What the hell are we transforming this world into??? How sick mind can people have and how stupid can others be to send their kids there???",Non Violated
954,Certainly you can. You can make it illegal to use them. Boom. Done. It's solved.,Non Violated
955,Can't wait for the music video!!!!!,Non Violated
956,Can't tell if you're a pedophile victim or a pedophile.,Non Violated
957,"Can' you all see how absurd it is? Calling all white people racist, calling all black people criminals, it's all the same. Why does race even matter? Why can' we judge terrible people not terrible white people?",Non Violated
958,"can we not fucking explain the whole song and just appreciate billie's voice? she's a fucking angel man and she doesn' need explanations about her songs. just listen, and enjoy it.",Non Violated
959,Can I get a shoutout pleaseeeeee I only have a little bit of people :(,Non Violated
960,"Buy lethal guns ... Real ones, not toys!",Non Violated
961,Buy a pc game call camp buddies trust me you haven'¬Ä¬ôt seen anything yet,Non Violated
962,"Bruh I would fuckin love to film a video with Maurice man, he is like an older black version of me I swear to god",Non Violated
963,broke my heart to see the young boy claim his allegiance,Non Violated
964,Bro..your channel needs to grow man,Non Violated
965,Bottles are beautiful on the inside and out,Non Violated
966,"because people becomes evil easily, it is in our genes",Non Violated
967,Beautiful in every way!,Non Violated
968,Be aware of the girl in class who doesn't know how to control her emotions because she doesn’t understand that it's not socially acceptable for someone her age to have an outburst.,Non Violated
969,Awful. Such a terror coming from nowhere. Felt for him,Non Violated
970,At the end you literally described yourself as a gold digger,Non Violated
971,At that point you have a right to defend yourself... But the sad thing is I bet if he would have defended finale he would have gotten in trouble... Sadly he did the right thing but sufferd greatly...,Non Violated
972,As having friends whom are part of the LGBT+ community and being a supporter of them and I think this is awsome and in middle school,Non Violated
973,"Archeological evidence is clear, europeans have always taken care of each other regardless of disability, and we will never stop until there is no more disability! Are we just cool or what, turns out that disabled people take care of us to, and together we are even cooler!",Non Violated
974,"Apple is trying to be that one company that the whole world basically depends on in the future. (You know, those future movies where one company does everything.)",Non Violated
975,Anyone should leave their partner at the very first sign of abuse,Non Violated
976,anyone else get full body numbness that lasts for weeks and rapid muscle spasms and 'shock' feelings when trying to sleep at night? I can only sleep once every 48 hours :(,Non Violated
977,And we have alot of Democrats who support this bullshit.  DRAIN THE SWAMP!,Non Violated
978,and we can all make america grea- ..... make america better,Non Violated
979,America is the greatest country. That aint lie you know that I know that,Non Violated
980,Always been impressed with how professional and non aggressive british cops are yet they still get the job done hats off American police need to take notes,Non Violated
981,All these women have such obvious respect and admiration for each other,Non Violated
982,All of these clueless reporters comparing themselves to Cronkite and Edward R. Murrow and they can't even get through a teleprompter read-through without hitting the floor.,Non Violated
983,"ALL LIVES DO MATTER NO MATTER IF YOU R BLACK, WHITE HISPANIC ,MUSLIM, JEW, ATHEIST , CHRISTIAN.....PERIOD.",Non Violated
984,All I know is that my disorder ruined my fucking life.,Non Violated
985,"ADIDAS for you means ""All Day I Dream About Snacks""",Non Violated
986,ABUSERS ARE NOT JUST MEN. THEY CAN BE WOMEN TOO,Non Violated
987,"Absolutely excellent as ever, and yes, cycling is fabulous for mental health.. bike when you'¬Ä¬ôre happy, bike when you'¬Ä¬ôre sad, shout at the rain, scream inwardly at a complex hill climb and get that endorphin rush from being outside.. and smile at your fellow cyclists (and passing chickens, in my experience, a wee bwark at a chook makes many things better)",Non Violated
988,"A man's chance of getting cancer is 44% and 23% of men will die from cancer, 38% of women get cancer and 19% die.",Non Violated
989,2 comments 4 likes and no views gg youtube,Non Violated
990,'Nah cut it off Im sure I won't regret it ',Non Violated
991," Oh and NIki pronounced mademoiselle Maupin way better than Siri did.""",Non Violated
992, I just wanna make you feel okay,Non Violated
993, From the midnight sun where the hot springs blow,Non Violated
994, Don't say I'm not your type,Non Violated
995, And therefore never send to know for whom the bell tolls ,Non Violated
996, And I can't stand another day,Non Violated
997," All values, unless otherwise stated, are in US dollars.""",Non Violated
